person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21.0,1,3,51397.0,2,3,1000.0,4,15.58,0.02,4.0,649,0,1
23.0,0,3,56112.0,2,0,3000.0,3,7.88,0.05,3.0,668,1,0
28.0,1,0,70589.0,6,0,3000.0,1,11.01,0.04,8.0,633,0,0
23.0,0,3,16936.0,2,3,3000.0,0,11.01,0.18,3.0,524,0,1
33.0,1,1,51262.0,12,3,14000.0,5,15.7,0.27,8.0,622,0,1
34.0,1,4,121076.0,9,3,18000.0,5,11.7,0.15,8.0,631,0,0
23.0,0,3,109102.0,0,0,10150.0,1,11.97,0.09,3.0,655,1,0
24.0,0,3,43803.0,5,0,3250.0,5,6.39,0.07,2.0,568,1,0
27.0,0,4,44033.0,2,0,4000.0,5,11.49,0.09,9.0,721,0,0
23.0,1,3,40403.0,0,3,12000.0,0,8.49,0.3,3.0,612,0,1
24.0,1,0,137300.0,4,0,7200.0,1,6.99,0.05,2.0,676,0,0
24.0,1,3,36986.0,2,3,10000.0,2,14.81,0.27,5.0,541,0,1
32.0,0,4,31532.0,10,3,9950.0,1,12.68,0.32,7.0,680,0,1
26.0,1,4,54721.0,0,0,5000.0,5,6.99,0.09,2.0,572,0,0
24.0,0,0,16640.0,0,3,2441.0,5,14.27,0.15,3.0,618,0,1
24.0,0,1,46361.0,2,3,6500.0,4,11.34,0.14,3.0,657,1,0
36.0,0,3,63828.0,16,3,7000.0,0,13.85,0.11,11.0,710,0,1
30.0,0,1,66074.0,7,3,4800.0,5,13.23,0.07,8.0,611,1,0
28.0,1,1,57329.0,9,0,5000.0,5,11.01,0.09,7.0,516,1,0
22.0,0,0,65908.0,1,0,4000.0,3,13.98,0.06,4.0,587,0,0
22.0,0,1,56291.0,0,3,3000.0,3,15.62,0.05,2.0,544,0,1
22.0,0,1,45443.0,0,3,5700.0,1,5.42,0.13,4.0,598,1,0
29.0,0,1,40879.0,9,3,5000.0,3,13.79,0.12,10.0,648,1,0
25.0,1,3,136700.0,1,0,5000.0,0,14.54,0.04,2.0,666,0,1
29.0,1,3,92093.0,9,0,20000.0,2,16.08,0.22,6.0,619,0,1
26.0,1,1,15393.0,2,3,1000.0,3,14.52,0.06,7.0,553,0,1
32.0,1,0,43716.0,8,3,10035.0,5,10.24,0.23,6.0,647,1,0
23.0,1,3,43905.0,1,3,13000.0,0,11.84,0.3,4.0,620,0,1
32.0,0,1,46379.0,11,3,4797.0,0,10.37,0.1,6.0,674,0,1
29.0,1,0,72707.0,8,0,9600.0,3,13.67,0.13,10.0,647,0,1
25.0,0,1,35919.0,3,3,10992.0,4,14.8,0.31,5.0,683,0,1
24.0,1,3,115372.0,2,3,6000.0,2,10.99,0.05,4.0,690,1,0
31.0,0,1,95792.0,11,3,6000.0,2,7.51,0.06,5.0,665,0,1
23.0,1,1,87369.0,3,0,20000.0,1,7.49,0.23,2.0,680,0,0
24.0,0,4,118513.0,3,0,16000.0,0,14.79,0.14,2.0,633,0,1
27.0,1,3,80084.0,6,3,6000.0,0,11.01,0.07,8.0,631,0,1
23.0,1,3,59911.0,3,3,17500.0,0,13.85,0.29,4.0,530,0,1
22.0,1,1,27045.0,0,3,1600.0,4,11.01,0.06,4.0,547,1,0
26.0,1,1,38663.0,0,3,8383.0,4,7.51,0.22,4.0,698,1,0
24.0,1,3,61087.0,1,0,7000.0,4,5.42,0.11,4.0,604,1,0
22.0,1,1,26833.0,1,3,4500.0,2,12.05,0.17,2.0,617,0,1
23.0,0,3,97058.0,1,3,14400.0,3,12.68,0.15,4.0,546,1,0
26.0,0,1,93417.0,4,3,15000.0,5,10.0,0.16,3.0,606,1,0
27.0,1,1,65675.0,1,0,12000.0,4,16.49,0.18,5.0,712,0,1
25.0,1,1,84610.0,4,3,15000.0,2,16.02,0.18,4.0,677,1,0
30.0,1,4,80089.0,7,0,11200.0,0,13.49,0.14,6.0,714,0,1
31.0,0,1,76215.0,10,3,20000.0,5,11.81,0.26,7.0,717,0,1
27.0,1,0,42772.0,3,3,5000.0,3,16.7,0.12,9.0,568,0,1
23.0,1,1,63857.0,2,0,7500.0,1,10.59,0.12,3.0,624,1,0
25.0,0,3,97200.0,3,3,10000.0,3,10.37,0.1,2.0,662,1,0
35.0,0,1,166661.0,11,3,14000.0,4,7.9,0.08,8.0,649,0,1
24.0,1,3,121050.0,2,3,11000.0,5,5.42,0.09,2.0,626,0,0
22.0,0,0,54783.0,2,0,3000.0,1,11.01,0.05,4.0,664,1,0
31.0,1,1,26037.0,10,3,6000.0,0,14.26,0.23,8.0,698,0,0
25.0,1,3,63890.0,1,3,7798.0,3,13.91,0.12,2.0,633,0,1
33.0,1,3,68284.0,10,0,12000.0,3,6.59,0.18,6.0,675,0,0
26.0,1,3,10679.0,1,3,3146.0,1,9.54,0.29,6.0,521,0,1
29.0,0,0,88731.0,7,0,21000.0,1,13.36,0.24,7.0,649,0,1
26.0,0,1,103140.0,1,0,4800.0,2,11.59,0.05,2.0,652,1,0
30.0,1,1,109010.0,7,3,15000.0,2,14.96,0.14,6.0,672,0,0
23.0,0,0,44360.0,1,0,7217.0,3,5.55,0.16,3.0,697,1,0
23.0,1,1,45370.0,0,3,5500.0,0,15.31,0.12,2.0,570,0,1
24.0,1,4,37001.0,0,3,12000.0,4,11.48,0.32,3.0,585,0,1
23.0,1,3,44353.0,2,3,5000.0,3,13.95,0.11,3.0,651,1,0
22.0,1,1,49852.0,0,3,6000.0,2,11.36,0.12,4.0,629,0,1
25.0,1,1,95135.0,1,3,8400.0,0,13.48,0.09,3.0,536,1,0
22.0,1,3,19349.0,0,3,4838.0,4,8.59,0.25,4.0,559,0,1
21.0,1,4,59902.0,0,3,16950.0,4,18.25,0.28,4.0,625,0,1
33.0,0,1,37147.0,12,0,5000.0,5,12.37,0.13,10.0,607,1,0
28.0,1,3,33591.0,7,2,2400.0,4,10.99,0.07,5.0,689,0,0
25.0,0,0,124931.0,2,0,7500.0,4,6.54,0.06,3.0,642,1,0
33.0,0,0,29382.0,10,3,5000.0,5,12.69,0.17,10.0,684,1,0
23.0,1,1,37073.0,1,3,10000.0,1,13.99,0.27,2.0,685,0,1
21.0,1,3,98164.0,0,2,8400.0,1,12.53,0.09,3.0,620,0,0
23.0,0,1,38674.0,1,3,1200.0,1,8.88,0.03,2.0,669,1,0
21.0,1,4,81754.0,3,0,20000.0,5,17.74,0.24,2.0,715,0,1
26.0,0,3,21945.0,4,2,5500.0,4,11.01,0.25,2.0,615,0,1
26.0,0,3,81795.0,4,0,15000.0,3,14.11,0.18,4.0,639,0,1
23.0,1,1,100420.0,4,3,20000.0,0,11.01,0.2,2.0,571,0,1
23.0,1,1,28773.0,0,0,6000.0,1,16.0,0.21,2.0,657,1,0
27.0,1,4,112525.0,2,0,3000.0,3,7.74,0.03,6.0,654,0,0
34.0,1,0,47683.0,10,3,7500.0,3,10.11,0.16,8.0,695,0,1
25.0,0,0,97432.0,4,3,8800.0,0,7.51,0.09,2.0,646,1,0
27.0,0,4,36983.0,7,3,7000.0,3,15.62,0.19,6.0,654,0,1
28.0,0,0,74580.0,4,3,7708.0,3,11.14,0.1,8.0,662,0,1
22.0,1,1,53536.0,0,3,16000.0,4,16.35,0.3,4.0,685,0,1
28.0,1,3,118971.0,5,3,20171.0,4,15.22,0.17,6.0,609,0,1
23.0,1,1,47721.0,0,3,14896.0,3,11.92,0.31,4.0,666,0,1
24.0,1,3,100711.0,1,3,20000.0,1,11.89,0.2,5.0,557,0,1
26.0,1,1,97887.0,4,0,9600.0,2,11.01,0.1,3.0,580,0,0
21.0,0,3,51010.0,0,3,16000.0,5,12.84,0.31,2.0,551,0,1
24.0,0,0,25269.0,0,3,3190.0,4,15.55,0.13,3.0,547,0,1
22.0,0,0,40531.0,1,3,6000.0,1,11.01,0.15,4.0,517,0,1
33.0,0,0,42711.0,12,3,10550.0,3,11.01,0.25,10.0,668,0,0
23.0,1,0,55587.0,0,3,14500.0,4,11.01,0.26,3.0,654,0,1
23.0,0,1,103120.0,3,0,7000.0,1,9.25,0.07,4.0,703,1,0
27.0,0,0,67056.0,3,3,17000.0,1,7.88,0.25,5.0,582,0,1
24.0,1,4,57190.0,0,3,1421.0,3,11.57,0.02,4.0,545,1,0
25.0,1,3,42962.0,3,2,4000.0,4,13.11,0.09,2.0,629,1,0
24.0,1,1,55994.0,0,3,11000.0,0,10.74,0.2,3.0,577,1,0
23.0,0,1,29987.0,0,3,5000.0,0,10.62,0.17,4.0,638,1,0
30.0,0,1,73786.0,6,0,3000.0,3,7.12,0.04,5.0,612,1,0
21.0,0,4,40207.0,0,0,3250.0,2,7.14,0.08,3.0,649,0,1
23.0,0,1,29966.0,1,0,5000.0,3,15.99,0.17,2.0,673,0,1
33.0,0,3,136326.0,10,0,5000.0,3,13.49,0.04,9.0,577,1,0
30.0,1,3,37359.0,11,0,4000.0,3,10.53,0.11,7.0,684,0,0
25.0,1,3,65555.0,1,3,20000.0,4,15.65,0.31,3.0,667,0,1
27.0,0,3,57077.0,4,3,11711.0,1,13.42,0.21,6.0,682,0,1
23.0,1,1,78945.0,0,0,5500.0,1,7.88,0.07,3.0,709,0,0
22.0,0,4,40113.0,2,3,12000.0,3,11.49,0.3,2.0,691,0,1
29.0,0,0,41774.0,2,3,5000.0,1,11.04,0.12,9.0,646,1,0
22.0,0,0,70529.0,1,3,20000.0,0,13.11,0.28,2.0,593,0,1
21.0,1,0,32204.0,0,3,8875.0,1,15.62,0.28,3.0,691,0,1
26.0,0,0,75443.0,4,3,4000.0,1,13.06,0.05,2.0,579,1,0
31.0,1,1,37635.0,6,3,2265.0,0,11.0,0.06,7.0,632,1,0
25.0,1,3,65808.0,4,0,7500.0,3,13.29,0.11,4.0,628,0,1
25.0,0,1,61097.0,2,3,17000.0,1,16.82,0.28,3.0,623,0,1
25.0,1,0,76678.0,4,0,7775.0,0,11.01,0.1,3.0,685,1,0
31.0,1,4,65894.0,8,3,4447.0,1,13.46,0.07,8.0,696,0,1
35.0,1,0,103074.0,13,0,20000.0,0,12.21,0.19,9.0,689,0,0
25.0,1,1,47536.0,2,0,8500.0,4,14.65,0.18,4.0,670,0,1
26.0,1,1,49245.0,4,3,4807.0,1,12.11,0.1,4.0,639,1,0
27.0,0,1,21838.0,5,2,2500.0,1,13.03,0.11,5.0,616,1,0
31.0,1,0,71761.0,10,0,12000.0,3,17.61,0.17,10.0,544,0,1
26.0,1,0,43996.0,4,3,5000.0,5,10.37,0.11,4.0,675,0,0
21.0,1,1,29477.0,0,3,5000.0,2,11.01,0.17,2.0,650,0,1
33.0,1,4,61002.0,10,0,6000.0,4,12.18,0.1,7.0,607,0,0
25.0,1,4,54700.0,4,3,10000.0,3,12.87,0.18,3.0,559,1,0
28.0,1,3,121751.0,2,3,20497.0,2,17.4,0.17,5.0,637,0,1
26.0,1,4,72928.0,2,0,6481.0,4,7.0,0.09,5.0,706,1,0
21.0,1,3,26833.0,0,3,2000.0,3,11.71,0.07,4.0,673,0,1
37.0,0,0,72760.0,10,3,10000.0,3,11.01,0.14,12.0,669,1,0
24.0,1,3,22838.0,1,3,6000.0,4,12.21,0.26,2.0,515,0,1
24.0,1,3,51466.0,1,3,4800.0,1,15.23,0.09,2.0,517,0,1
25.0,1,3,43896.0,2,2,2400.0,5,12.21,0.05,2.0,620,0,0
24.0,1,4,88300.0,0,3,6500.0,0,11.01,0.07,4.0,703,1,0
30.0,0,3,95656.0,6,3,11367.0,3,14.4,0.12,7.0,616,0,1
25.0,0,1,61910.0,3,0,3000.0,1,13.99,0.05,2.0,621,1,0
23.0,0,3,44146.0,0,3,4000.0,3,10.99,0.09,4.0,617,0,1
23.0,1,0,68599.0,1,3,3000.0,0,14.84,0.04,3.0,615,0,1
29.0,0,1,80108.0,8,0,3000.0,5,5.42,0.04,7.0,630,0,0
29.0,1,1,19253.0,8,3,2128.0,3,14.13,0.11,7.0,653,0,1
21.0,1,0,30619.0,0,3,8125.0,1,7.9,0.27,3.0,662,0,1
35.0,1,1,70523.0,12,3,6000.0,2,13.57,0.09,8.0,735,1,0
25.0,0,1,58841.0,1,3,6000.0,1,10.74,0.1,4.0,671,0,0
23.0,1,1,20678.0,0,2,4375.0,5,9.63,0.21,4.0,528,0,1
27.0,1,0,38493.0,5,3,6000.0,4,6.62,0.16,10.0,567,0,1
22.0,1,3,53725.0,0,3,7001.0,1,11.42,0.13,3.0,635,0,1
30.0,0,1,36886.0,6,3,10000.0,5,11.01,0.27,7.0,651,0,1
21.0,1,3,15479.0,0,2,4200.0,1,13.48,0.27,4.0,660,0,1
33.0,0,3,25115.0,10,3,7000.0,0,9.45,0.28,8.0,608,0,1
21.0,0,3,51370.0,0,0,7000.0,1,15.23,0.14,4.0,598,1,0
25.0,1,4,64618.0,1,3,4000.0,1,8.29,0.06,3.0,686,1,0
24.0,1,0,15229.0,1,2,1750.0,5,11.01,0.11,3.0,631,1,0
24.0,0,1,157067.0,0,0,13000.0,4,13.61,0.08,4.0,625,0,0
26.0,0,1,68462.0,6,0,15000.0,3,15.23,0.22,6.0,653,0,1
27.0,0,1,49180.0,4,3,8000.0,5,15.65,0.16,6.0,636,0,1
23.0,0,4,44203.0,0,3,4000.0,4,10.99,0.09,3.0,616,0,1
26.0,0,3,54878.0,5,3,3575.0,3,11.01,0.07,2.0,704,0,0
23.0,0,1,57482.0,0,3,5000.0,0,11.36,0.09,4.0,570,1,0
31.0,1,0,17749.0,10,3,3463.0,1,12.27,0.2,6.0,633,0,1
28.0,0,1,54403.0,6,0,2600.0,4,7.14,0.05,6.0,681,0,1
22.0,0,1,61880.0,0,3,5000.0,5,10.71,0.08,4.0,681,1,0
23.0,0,1,23899.0,0,3,3000.0,4,9.99,0.13,3.0,609,0,1
21.0,1,3,59812.0,0,3,6000.0,0,14.84,0.1,4.0,568,0,1
21.0,1,1,17495.0,1,3,4750.0,1,12.73,0.27,2.0,632,0,1
28.0,0,4,145227.0,7,0,20000.0,5,9.45,0.14,10.0,621,1,0
25.0,1,4,105177.0,3,3,13000.0,0,7.29,0.12,2.0,599,0,0
25.0,1,1,133014.0,4,3,15600.0,2,15.33,0.12,4.0,663,0,0
24.0,1,4,21286.0,0,3,4375.0,0,9.99,0.21,2.0,578,0,1
24.0,1,0,55257.0,0,3,10000.0,1,6.54,0.18,3.0,613,1,0
25.0,0,3,72168.0,0,3,6834.0,1,13.43,0.09,2.0,631,0,1
26.0,1,3,111102.0,1,3,15450.0,3,10.91,0.14,3.0,624,0,1
24.0,0,1,95865.0,6,3,16000.0,1,12.67,0.17,2.0,544,0,1
24.0,0,4,96994.0,2,3,14000.0,5,13.52,0.14,3.0,691,1,0
33.0,1,3,27746.0,8,3,5000.0,1,12.42,0.18,6.0,627,0,0
24.0,1,3,61155.0,0,3,16927.0,3,13.59,0.28,4.0,663,0,1
23.0,0,3,73104.0,2,3,10000.0,1,11.01,0.14,2.0,556,0,0
23.0,0,3,56321.0,2,3,5000.0,5,7.14,0.09,4.0,681,1,0
34.0,1,0,89773.0,11,0,10000.0,5,15.96,0.11,10.0,645,0,1
26.0,0,1,133084.0,6,0,8000.0,5,14.35,0.06,2.0,663,1,0
29.0,1,3,64880.0,6,0,10475.0,1,7.88,0.16,9.0,532,1,0
23.0,0,0,56686.0,0,3,8000.0,1,11.86,0.14,3.0,628,0,1
25.0,0,1,70635.0,1,3,5000.0,0,6.53,0.07,4.0,528,1,0
24.0,0,0,32764.0,4,3,10000.0,3,6.54,0.31,4.0,586,0,1
24.0,0,0,15542.0,0,2,2500.0,1,12.69,0.16,4.0,655,0,1
22.0,1,1,51414.0,0,3,2500.0,5,13.92,0.05,3.0,646,1,0
26.0,1,4,98825.0,1,3,8000.0,3,16.29,0.08,3.0,604,0,1
27.0,0,1,47781.0,3,3,14125.0,1,8.49,0.3,5.0,542,0,1
22.0,1,0,85496.0,1,3,21000.0,4,13.98,0.25,4.0,614,1,0
23.0,0,0,91217.0,4,0,16084.0,5,8.83,0.18,3.0,670,0,0
31.0,1,3,72756.0,11,0,22000.0,3,16.63,0.3,6.0,662,0,1
28.0,1,1,142235.0,7,0,17855.0,1,15.8,0.13,5.0,671,0,1
32.0,1,1,121059.0,11,3,5000.0,2,11.01,0.04,6.0,694,1,0
22.0,0,3,85089.0,0,3,22000.0,1,11.36,0.26,4.0,537,0,1
22.0,0,0,42812.0,0,3,11800.0,5,10.95,0.28,2.0,676,0,1
32.0,1,0,19782.0,12,3,5000.0,4,5.74,0.25,5.0,638,0,1
21.0,0,3,26946.0,0,2,7125.0,5,6.99,0.26,3.0,653,0,0
22.0,1,1,72999.0,0,3,10000.0,1,13.11,0.14,3.0,667,1,0
32.0,1,0,140937.0,9,3,12000.0,4,17.93,0.09,10.0,637,0,1
22.0,0,1,55548.0,3,3,1800.0,5,15.21,0.03,3.0,678,1,0
23.0,1,1,85339.0,1,0,10000.0,4,6.62,0.12,4.0,614,1,0
29.0,1,3,42787.0,8,0,8000.0,1,12.68,0.19,9.0,651,0,0
24.0,1,1,91042.0,3,0,16000.0,5,6.62,0.18,2.0,674,1,0
23.0,1,1,58716.0,4,0,1400.0,3,14.83,0.02,2.0,701,0,1
23.0,1,3,32494.0,0,3,10000.0,1,9.29,0.31,3.0,596,0,1
29.0,0,1,141988.0,5,2,20000.0,5,6.17,0.14,9.0,606,0,0
24.0,0,3,58412.0,0,0,9600.0,5,11.01,0.16,4.0,504,1,0
29.0,0,3,58058.0,10,3,2000.0,3,9.99,0.03,6.0,598,0,0
35.0,1,3,111489.0,15,0,14400.0,3,6.99,0.13,10.0,666,0,0
24.0,0,0,67014.0,0,0,15000.0,1,9.59,0.22,4.0,605,1,0
26.0,0,3,48354.0,4,0,9191.0,3,13.89,0.19,6.0,561,0,1
22.0,1,3,80936.0,0,0,11000.0,3,17.99,0.14,2.0,646,0,1
23.0,1,3,27004.0,2,3,5500.0,1,13.04,0.2,4.0,606,1,0
24.0,0,4,43955.0,2,2,5000.0,4,13.49,0.11,4.0,668,0,0
27.0,0,1,74125.0,2,0,1050.0,0,8.49,0.01,9.0,687,1,0
21.0,0,3,88290.0,0,3,14000.0,1,13.49,0.16,3.0,542,1,0
22.0,0,3,59865.0,0,0,6500.0,3,12.68,0.11,2.0,635,0,1
27.0,1,1,61011.0,4,3,8000.0,3,13.43,0.13,10.0,702,1,0
25.0,1,1,29847.0,0,2,5000.0,3,10.95,0.17,3.0,618,1,0
31.0,1,0,96927.0,10,3,10000.0,5,11.01,0.1,9.0,647,1,0
22.0,0,0,69694.0,0,0,7500.0,4,9.07,0.11,3.0,611,1,0
22.0,0,1,42605.0,3,3,9600.0,0,19.16,0.23,4.0,637,0,1
26.0,0,4,72768.0,2,0,5000.0,5,10.31,0.07,3.0,709,1,0
24.0,0,3,22360.0,0,3,2000.0,5,10.37,0.09,2.0,658,0,0
22.0,0,3,59890.0,1,0,8000.0,1,10.25,0.13,4.0,620,0,1
22.0,1,4,65976.0,0,3,9975.0,1,11.48,0.15,4.0,557,0,1
24.0,1,3,44267.0,0,3,12000.0,4,9.91,0.27,3.0,655,0,1
28.0,0,4,63664.0,7,3,6000.0,0,7.14,0.09,6.0,694,1,0
22.0,1,0,47808.0,0,3,9600.0,4,16.77,0.2,2.0,554,0,1
21.0,0,0,37148.0,0,3,10000.0,4,11.99,0.27,3.0,632,0,1
22.0,1,3,62820.0,0,0,3000.0,3,11.83,0.05,2.0,646,1,0
28.0,1,4,14109.0,3,0,2150.0,3,10.78,0.15,7.0,659,0,1
25.0,1,3,67174.0,2,3,20000.0,5,9.88,0.3,4.0,646,0,1
24.0,0,1,41857.0,2,3,5000.0,2,14.96,0.12,2.0,618,0,1
24.0,0,4,66107.0,0,3,5200.0,4,10.37,0.08,3.0,695,0,1
25.0,1,3,72829.0,0,3,5000.0,2,15.57,0.07,4.0,613,0,0
31.0,1,1,115139.0,10,3,2500.0,1,13.72,0.02,10.0,611,1,0
22.0,1,3,39588.0,0,3,10000.0,1,13.61,0.25,4.0,622,0,1
25.0,0,3,53032.0,4,3,3000.0,1,6.15,0.06,5.0,655,0,0
36.0,1,3,87369.0,13,0,13000.0,2,11.01,0.15,13.0,671,0,0
26.0,0,4,25459.0,6,0,4800.0,3,5.99,0.19,3.0,726,0,0
24.0,1,0,123290.0,1,0,9800.0,5,10.36,0.08,2.0,602,1,0
23.0,0,3,44401.0,0,3,7000.0,1,8.04,0.16,4.0,637,1,0
22.0,1,0,51076.0,3,3,10000.0,3,16.32,0.2,4.0,647,0,1
27.0,1,1,43057.0,5,3,7000.0,5,14.91,0.16,8.0,686,0,1
23.0,0,3,66462.0,0,3,5000.0,3,16.49,0.08,4.0,644,0,1
24.0,0,1,109059.0,0,3,7000.0,3,10.71,0.06,3.0,568,1,0
25.0,1,1,51085.0,2,3,3200.0,3,15.7,0.06,2.0,618,0,1
21.0,1,1,40551.0,0,3,10800.0,1,12.23,0.27,3.0,691,0,1
25.0,1,0,43124.0,2,3,1500.0,3,10.0,0.03,4.0,607,1,0
24.0,0,3,145176.0,1,0,12000.0,1,11.01,0.08,4.0,687,1,0
28.0,1,1,71853.0,7,0,8000.0,0,7.37,0.11,10.0,558,0,1
26.0,1,1,53638.0,4,3,3117.0,3,9.83,0.06,4.0,676,1,0
23.0,0,0,68063.0,2,3,5500.0,3,7.76,0.08,4.0,668,1,0
34.0,1,4,54039.0,12,0,4000.0,3,15.95,0.07,9.0,614,0,1
29.0,0,1,54835.0,8,3,5000.0,0,11.74,0.09,8.0,619,0,0
22.0,1,0,47572.0,0,3,2000.0,0,14.84,0.04,2.0,602,0,1
23.0,1,1,65862.0,1,0,5200.0,3,13.99,0.08,3.0,654,0,1
27.0,0,4,39362.0,2,3,8000.0,3,11.41,0.2,5.0,670,1,0
21.0,1,3,15134.0,2,3,3000.0,1,8.9,0.2,4.0,629,0,1
23.0,0,3,67459.0,0,3,7500.0,0,7.02,0.11,3.0,645,0,0
21.0,1,1,41852.0,0,0,6000.0,1,6.76,0.14,2.0,667,0,0
23.0,0,1,22541.0,0,3,4000.0,0,10.99,0.18,3.0,604,0,1
30.0,0,3,53877.0,7,3,15000.0,3,10.13,0.28,6.0,646,0,1
37.0,0,3,58405.0,11,2,2500.0,4,6.03,0.04,11.0,656,0,0
22.0,1,3,32647.0,1,3,10000.0,5,13.49,0.31,3.0,627,0,1
24.0,0,4,55214.0,5,3,6000.0,1,17.19,0.11,3.0,624,0,1
38.0,1,4,92062.0,15,0,9000.0,4,5.99,0.1,12.0,727,0,0
25.0,1,1,54938.0,2,3,5000.0,3,10.78,0.09,4.0,635,0,0
22.0,1,0,77669.0,0,0,7000.0,3,10.38,0.09,4.0,661,1,0
22.0,1,4,52351.0,3,3,7500.0,5,14.96,0.14,3.0,606,0,1
25.0,1,3,97020.0,2,0,18000.0,1,5.79,0.19,3.0,636,0,0
24.0,0,1,82625.0,2,0,5500.0,4,15.68,0.07,4.0,575,1,0
22.0,0,1,54845.0,0,3,15000.0,0,10.37,0.27,2.0,526,0,1
30.0,0,0,66872.0,7,3,4800.0,3,6.03,0.07,8.0,669,1,0
32.0,0,0,47046.0,5,3,9345.0,5,12.3,0.2,5.0,540,1,0
32.0,0,3,35358.0,11,3,9450.0,4,14.27,0.27,10.0,536,0,1
31.0,0,4,61177.0,10,0,2000.0,1,7.91,0.03,8.0,593,0,1
26.0,0,4,12775.0,3,3,1750.0,5,9.99,0.14,4.0,659,0,1
23.0,1,4,28719.0,0,3,7673.0,2,11.7,0.27,4.0,614,0,1
28.0,0,0,107648.0,4,0,10000.0,0,11.22,0.09,6.0,662,1,0
22.0,1,0,61197.0,1,3,15600.0,0,12.21,0.25,4.0,660,0,1
27.0,0,0,47687.0,2,3,7200.0,0,10.65,0.15,5.0,551,0,1
29.0,1,4,100976.0,3,0,3000.0,1,9.72,0.03,8.0,645,1,0
35.0,1,1,124196.0,10,3,9268.0,1,14.91,0.07,10.0,710,0,1
21.0,1,4,41748.0,0,0,10000.0,1,10.62,0.24,2.0,714,0,1
28.0,1,1,32491.0,6,3,5000.0,3,14.83,0.15,10.0,705,0,1
24.0,1,3,90557.0,0,0,20000.0,0,17.51,0.22,3.0,673,0,1
32.0,1,1,48745.0,9,3,3000.0,0,15.23,0.06,7.0,678,0,1
24.0,1,0,39527.0,0,3,5000.0,4,12.71,0.13,4.0,642,0,1
30.0,1,4,54901.0,10,3,5000.0,3,12.73,0.09,8.0,611,0,1
21.0,0,4,23704.0,0,3,4200.0,2,11.01,0.18,2.0,669,0,1
25.0,1,1,100540.0,3,0,10000.0,1,8.09,0.1,4.0,675,1,0
24.0,1,0,101800.0,2,3,15000.0,3,10.66,0.15,4.0,635,1,0
22.0,0,3,46422.0,0,3,8000.0,0,11.36,0.17,3.0,574,1,0
24.0,0,1,23740.0,1,3,3500.0,3,7.88,0.15,2.0,641,0,1
25.0,0,3,105474.0,1,0,15000.0,0,8.64,0.14,4.0,644,0,1
22.0,0,0,88591.0,0,3,10000.0,4,18.25,0.11,2.0,668,0,1
22.0,1,1,63504.0,0,0,2650.0,5,12.99,0.04,3.0,654,1,0
33.0,0,4,22608.0,9,2,7000.0,3,8.0,0.31,9.0,646,0,1
23.0,1,3,66935.0,2,3,4200.0,3,9.91,0.06,4.0,686,1,0
22.0,0,1,43759.0,1,3,10875.0,2,12.84,0.25,4.0,616,0,1
29.0,1,1,51431.0,7,0,6000.0,4,11.49,0.12,9.0,693,0,1
28.0,1,0,44653.0,9,3,3000.0,4,10.65,0.07,7.0,536,0,1
25.0,1,1,71604.0,4,0,3000.0,4,16.29,0.04,3.0,673,0,1
24.0,1,1,56176.0,3,0,5000.0,0,13.81,0.09,5.0,695,1,0
24.0,1,0,90980.0,0,0,3000.0,2,6.14,0.03,3.0,662,0,0
24.0,1,0,46451.0,0,3,12000.0,0,6.17,0.26,3.0,567,0,1
24.0,1,3,67749.0,2,0,12000.0,0,11.01,0.18,3.0,633,1,0
23.0,1,0,37004.0,1,3,5000.0,2,12.99,0.14,2.0,660,0,1
26.0,1,0,40118.0,4,3,4194.0,3,15.89,0.1,4.0,632,0,1
26.0,1,0,84778.0,3,0,5012.0,0,10.17,0.06,4.0,588,1,0
25.0,0,3,84355.0,1,0,7000.0,5,11.49,0.08,2.0,640,0,0
28.0,1,4,133240.0,9,0,15000.0,2,7.9,0.11,6.0,665,0,0
36.0,0,1,51748.0,15,0,6000.0,5,10.59,0.12,13.0,741,0,0
23.0,1,3,73467.0,2,3,5000.0,0,11.01,0.07,3.0,559,1,0
26.0,0,0,72687.0,1,3,16000.0,0,7.49,0.22,2.0,624,1,0
28.0,0,4,96946.0,8,2,15000.0,4,11.01,0.15,10.0,672,1,0
23.0,0,4,63767.0,2,3,4600.0,4,14.96,0.07,2.0,600,0,1
34.0,0,0,136608.0,13,3,9600.0,1,11.01,0.07,9.0,685,1,0
21.0,0,4,49852.0,0,0,5700.0,0,12.99,0.11,4.0,678,1,0
23.0,0,1,46711.0,0,3,10000.0,5,7.51,0.21,4.0,625,1,0
23.0,1,3,72742.0,0,3,8400.0,5,7.49,0.12,3.0,614,1,0
25.0,1,0,56079.0,6,3,6657.0,0,10.43,0.12,3.0,606,0,1
25.0,0,1,26160.0,3,3,5175.0,5,12.53,0.2,4.0,665,1,0
23.0,0,0,137613.0,0,0,5000.0,2,15.14,0.04,3.0,631,0,1
33.0,1,1,26353.0,9,2,7750.0,1,11.83,0.29,6.0,702,1,0
26.0,0,3,51332.0,3,3,12375.0,4,7.51,0.24,3.0,634,1,0
28.0,1,1,79187.0,7,2,8000.0,5,7.66,0.1,7.0,679,1,0
